"Category","Preset","CalculatorCode","Interfaces","WriteTargets","ReadTargets","RelevantPhase","Source","Evidence","LiveVerified"
"MCDU","Fo_MCDU_FPLAN","1 (>L:INI_MCDU2_FPLAN)","LVar","L:INI_MCDU2_FPLAN","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_FUEL","1 (>L:INI_MCDU2_FUEL)","LVar","L:INI_MCDU2_FUEL","","Before Start / Engine Start","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_G","1 (>L:INI_MCDU2_G)","LVar","L:INI_MCDU2_G","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_H","1 (>L:INI_MCDU2_H)","LVar","L:INI_MCDU2_H","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_I","1 (>L:INI_MCDU2_I)","LVar","L:INI_MCDU2_I","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_INIT","1 (>L:INI_MCDU2_INIT)","LVar","L:INI_MCDU2_INIT","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_J","1 (>L:INI_MCDU2_J)","LVar","L:INI_MCDU2_J","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_K","1 (>L:INI_MCDU2_K)","LVar","L:INI_MCDU2_K","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_L","1 (>L:INI_MCDU2_L)","LVar","L:INI_MCDU2_L","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_LSK1L","1 (>L:INI_MCDU2_LSK1L)","LVar","L:INI_MCDU2_LSK1L","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_LSK1R","1 (>L:INI_MCDU2_LSK1R)","LVar","L:INI_MCDU2_LSK1R","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_LSK2L","1 (>L:INI_MCDU2_LSK2L)","LVar","L:INI_MCDU2_LSK2L","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_LSK2R","1 (>L:INI_MCDU2_LSK2R)","LVar","L:INI_MCDU2_LSK2R","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_LSK3L","1 (>L:INI_MCDU2_LSK3L)","LVar","L:INI_MCDU2_LSK3L","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_LSK3R","1 (>L:INI_MCDU2_LSK3R)","LVar","L:INI_MCDU2_LSK3R","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_LSK4L","1 (>L:INI_MCDU2_LSK4L)","LVar","L:INI_MCDU2_LSK4L","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_LSK4R","1 (>L:INI_MCDU2_LSK4R)","LVar","L:INI_MCDU2_LSK4R","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_LSK5L","1 (>L:INI_MCDU2_LSK5L)","LVar","L:INI_MCDU2_LSK5L","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_LSK5R","1 (>L:INI_MCDU2_LSK5R)","LVar","L:INI_MCDU2_LSK5R","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_LSK6L","1 (>L:INI_MCDU2_LSK6L)","LVar","L:INI_MCDU2_LSK6L","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_LSK6R","1 (>L:INI_MCDU2_LSK6R)","LVar","L:INI_MCDU2_LSK6R","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_M","1 (>L:INI_MCDU2_M)","LVar","L:INI_MCDU2_M","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_MENU","1 (>L:INI_MCDU2_MENU)","LVar","L:INI_MCDU2_MENU","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_N","1 (>L:INI_MCDU2_N)","LVar","L:INI_MCDU2_N","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_NEXT","1 (>L:INI_MCDU2_NEXT)","LVar","L:INI_MCDU2_NEXT","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_O","1 (>L:INI_MCDU2_O)","LVar","L:INI_MCDU2_O","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_OVERFLY","1 (>L:INI_MCDU2_OVERFLY)","LVar","L:INI_MCDU2_OVERFLY","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_P","1 (>L:INI_MCDU2_P)","LVar","L:INI_MCDU2_P","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_PERF","1 (>L:INI_MCDU2_PERF)","LVar","L:INI_MCDU2_PERF","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_PLUS","1 (>L:INI_MCDU2_PLUS)","LVar","L:INI_MCDU2_PLUS","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_PREV","1 (>L:INI_MCDU2_PREV)","LVar","L:INI_MCDU2_PREV","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_PROG","1 (>L:INI_MCDU2_PROG)","LVar","L:INI_MCDU2_PROG","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_Q","1 (>L:INI_MCDU2_Q)","LVar","L:INI_MCDU2_Q","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_R","1 (>L:INI_MCDU2_R)","LVar","L:INI_MCDU2_R","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_RADNAV","1 (>L:INI_MCDU2_RADNAV)","LVar","L:INI_MCDU2_RADNAV","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_S","1 (>L:INI_MCDU2_S)","LVar","L:INI_MCDU2_S","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_SEC","1 (>L:INI_MCDU2_SEC)","LVar","L:INI_MCDU2_SEC","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_SLASH","1 (>L:INI_MCDU2_SLASH)","LVar","L:INI_MCDU2_SLASH","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_SPACE","1 (>L:INI_MCDU2_SPACE)","LVar","L:INI_MCDU2_SPACE","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_T","1 (>L:INI_MCDU2_T)","LVar","L:INI_MCDU2_T","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_U","1 (>L:INI_MCDU2_U)","LVar","L:INI_MCDU2_U","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_UARROW","1 (>L:INI_MCDU2_UARROW)","LVar","L:INI_MCDU2_UARROW","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_V","1 (>L:INI_MCDU2_V)","LVar","L:INI_MCDU2_V","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_W","1 (>L:INI_MCDU2_W)","LVar","L:INI_MCDU2_W","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_X","1 (>L:INI_MCDU2_X)","LVar","L:INI_MCDU2_X","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_Y","1 (>L:INI_MCDU2_Y)","LVar","L:INI_MCDU2_Y","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_Z","1 (>L:INI_MCDU2_Z)","LVar","L:INI_MCDU2_Z","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Cpt_MCDU_AIRPORT","1 (>L:INI_MCDU1_AIRPORT)","LVar","L:INI_MCDU1_AIRPORT","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"MCDU","Fo_MCDU_AIRPORT","1 (>L:INI_MCDU2_AIRPORT)","LVar","L:INI_MCDU2_AIRPORT","","Cockpit Preparation / Flight","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Warning","Master_Caution_reset_pressed","1 (>L:INI_MASTER_CAUTION_COMMAND)","LVar","L:INI_MASTER_CAUTION_COMMAND","","Other","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
"Warning","Master_warning_pressed","1 (>L:INI_MASTER_WARNING_COMMAND)","LVar","L:INI_MASTER_WARNING_COMMAND","","Other","MobiFlight HubHop export supplied in docs/events.txt","Documented preset","No"
